Country,Level 1 Government,Level 2 Government
Nicaragua,Matagalpa,Ciudad Darío
Nicaragua,Nueva Segovia,Jalapa
Nicaragua,Madriz,Somoto
Nicaragua,Chinandega,San Francisco del Norte
Nicaragua,Nueva Segovia,San Fernando
Nicaragua,Jinotega,El Cuá
Nicaragua,Matagalpa,San Dionisio
Nicaragua,Carazo,Diriamba
Nicaragua,Matagalpa,Matiguás
Nicaragua,Masaya,Niquinohomo
Nicaragua,Masaya,La Concepción
Nicaragua,Matagalpa,San Isidro
Nicaragua,Boaco,San José de Los Remates
Nicaragua,Rivas,Belén
Nicaragua,Región Autónoma de la Costa Caribe Sur,Bluefields
Nicaragua,Managua,Tipitapa
Nicaragua,Nueva Segovia,Quilalí
Nicaragua,Boaco,Santa Lucía
Nicaragua,Río San Juan,San Miguelito
Nicaragua,Chontales,Santo Tomás
Nicaragua,Matagalpa,Sébaco
Nicaragua,Región Autónoma de la Costa Caribe Sur,Nueva Guinea
Nicaragua,Managua,Ciudad Sandino
Nicaragua,Masaya,Nandasmo
Nicaragua,Carazo,El Rosario
Nicaragua,Jinotega,Wiwilí de Jinotega
Nicaragua,Región Autónoma de la Costa Caribe Sur,El Rama
Nicaragua,Chontales,La Libertad
Nicaragua,León,El Jicaral
Nicaragua,Región Autónoma de la Costa Caribe Sur,Muelle de Los Bueyes
Nicaragua,León,La Paz Centro
Nicaragua,Managua,San Francisco Libre
Nicaragua,León,Larreynaga
Nicaragua,Chontales,Juigalpa
Nicaragua,Nueva Segovia,Mozonte
Nicaragua,Nueva Segovia,Murra
Nicaragua,Nueva Segovia,Dipilto
Nicaragua,Madriz,San Juan del Río Coco
Nicaragua,Región Autónoma Costa Caribe Norte,Rosita
Nicaragua,Madriz,Yalagüina
Nicaragua,Chontales,Comalapa
Nicaragua,Región Autónoma de la Costa Caribe Sur,Paiwas
Nicaragua,Carazo,Santa Teresa
Nicaragua,Río San Juan,Morrito
Nicaragua,Rivas,Rivas
Nicaragua,Región Autónoma Costa Caribe Norte,Prinzapolka
Nicaragua,Boaco,Teustepe
Nicaragua,Chinandega,Chichigalpa
Nicaragua,León,Santa Rosa del Peñón
Nicaragua,Río San Juan,El Almendro
Nicaragua,Jinotega,Jinotega
Nicaragua,Madriz,Las Sabanas
Nicaragua,Managua,Villa El Carmen
Nicaragua,Jinotega,Santa María de Pantasma
Nicaragua,León,Telica
Nicaragua,Chinandega,Villanueva
Nicaragua,Masaya,Nindirí
Nicaragua,Región Autónoma de la Costa Caribe Sur,Kukrahill
Nicaragua,Boaco,San Lorenzo
Nicaragua,Región Autónoma Costa Caribe Norte,Mulukukú
Nicaragua,Chontales,San Francisco de Cuapa
Nicaragua,Nueva Segovia,Macuelizo
Nicaragua,Carazo,La Paz de Carazo
Nicaragua,Rivas,Altagracia
Nicaragua,Chontales,El Coral
Nicaragua,Chontales,Santo Domingo
Nicaragua,Región Autónoma Costa Caribe Norte,Waslala
Nicaragua,Nueva Segovia,Ocotal
Nicaragua,Matagalpa,Río Blanco
Nicaragua,Chinandega,El Viejo
Nicaragua,Granada,Nandaime
Nicaragua,Estelí,San Nicolás
Nicaragua,Río San Juan,El Castillo
Nicaragua,Río San Juan,San Carlos
Nicaragua,Chinandega,Puerto Morazán
Nicaragua,Nueva Segovia,Santa María
Nicaragua,Chontales,Villa Sandino
Nicaragua,Chontales,San Pedro de Lóvago
Nicaragua,Nueva Segovia,Ciudad Antigua
Nicaragua,León,Quezalguaque
Nicaragua,Carazo,La Conquista
Nicaragua,Masaya,Masatepe
Nicaragua,Chinandega,Chinandega
Nicaragua,Carazo,San Marcos
Nicaragua,Chontales,Acoyapa
Nicaragua,Jinotega,San Sebastián de Yalí
Nicaragua,Matagalpa,Rancho Grande
Nicaragua,Managua,Mateare
Nicaragua,Masaya,Catarina
Nicaragua,Región Autónoma de la Costa Caribe Sur,El Ayote
Nicaragua,Estelí,Pueblo Nuevo
Nicaragua,Rivas,Cárdenas
Nicaragua,Región Autónoma de la Costa Caribe Sur,El Tortuguero
Nicaragua,Chinandega,San Pedro del Norte
Nicaragua,Masaya,Tisma
Nicaragua,Matagalpa,Matagalpa
Nicaragua,Chinandega,Corinto
Nicaragua,Matagalpa,Esquipulas
Nicaragua,Masaya,San Juan de Oriente
Nicaragua,Nueva Segovia,Wiwilí de Nueva Segovia
Nicaragua,Rivas,Moyogalpa
Nicaragua,León,León
Nicaragua,Región Autónoma de la Costa Caribe Sur,Laguna de Perlas
Nicaragua,Estelí,San Juan de Limay
Nicaragua,Estelí,La Trinidad
Nicaragua,Madriz,Palacagüina
Nicaragua,Jinotega,La Concordia
Nicaragua,Jinotega,San Rafael del Norte
Nicaragua,Carazo,Jinotepe
Nicaragua,Rivas,Potosí
Nicaragua,Chinandega,El Realejo
Nicaragua,Granada,Diriomo
Nicaragua,Managua,El Crucero
Nicaragua,Matagalpa,San Ramón
Nicaragua,Boaco,Boaco
Nicaragua,Matagalpa,Muy Muy
Nicaragua,León,El Sauce
Nicaragua,León,Nagarote
Nicaragua,Región Autónoma de la Costa Caribe Sur,Desembocadura de Río Grande
Nicaragua,Granada,Granada
Nicaragua,Managua,Managua
Nicaragua,Región Autónoma de la Costa Caribe Sur,Corn Island
Nicaragua,Jinotega,San José de Bocay
Nicaragua,Región Autónoma Costa Caribe Norte,Puerto Cabezas
Nicaragua,Estelí,Estelí
Nicaragua,Masaya,Masaya
Nicaragua,Chinandega,Santo Tomás del Norte
Nicaragua,Boaco,Camoapa
Nicaragua,Rivas,Tola
Nicaragua,Rivas,San Jorge
Nicaragua,Matagalpa,Terrabona
Nicaragua,Madriz,San José de Cusmapa
Nicaragua,Madriz,San Lucas
Nicaragua,Estelí,Condega
Nicaragua,Madriz,Telpaneca
Guatemala,Chimaltenango,Acatenango
Guatemala,Jutiapa,Agua Blanca
Guatemala,Huehuetenango,Aguacatán
Guatemala,Quetzaltenango,Almolonga
Guatemala,Sacatepéquez,Alotenango
Guatemala,Guatemala,Amatitlán
Guatemala,Sacatepéquez,Antigua Guatemala
Guatemala,Jutiapa,Asunción Mita
Guatemala,Jutiapa,Atescatempa
Guatemala,San Marcos,Ayutla
Guatemala,Santa Rosa,Barberena
Guatemala,Huehuetenango,Barillas
Guatemala,Zacapa,Cabañas
Guatemala,Quetzaltenango,Cabricán
Guatemala,Alta Verapaz,Cahabón
Guatemala,Quetzaltenango,Cajolá
Guatemala,Chiquimula,Camotán
Guatemala,Quiché,Canillá
Guatemala,Quetzaltenango,Cantel
Guatemala,Santa Rosa,Casillas
Guatemala,San Marcos,Catarina
Guatemala,Alta Verapaz,Chahal
Guatemala,Quiché,Chajul
Guatemala,Retalhuleu,Champerico
Guatemala,Huehuetenango,Chiantla
Guatemala,Suchitepéquez,Chicacao
Guatemala,Quiché,Chicamán
Guatemala,Quiché,Chiché
Guatemala,Quiché,Chichicastenango
Guatemala,Chimaltenango,Chimaltenango
Guatemala,Guatemala,Chinautla
Guatemala,Quiché,Chinique
Guatemala,Chiquimula,Chiquimula
Guatemala,Santa Rosa,Chiquimulilla
Guatemala,Alta Verapaz,Chisec
Guatemala,Guatemala,Chuarrancho
Guatemala,Sacatepéquez,Ciudad Vieja
Guatemala,Quetzaltenango,Coatepeque
Guatemala,Alta Verapaz,Cobán
Guatemala,Quetzaltenango,Colomba
Guatemala,Huehuetenango,Colotenango
Guatemala,Chimaltenango,Comalapa
Guatemala,Jutiapa,Comapa
Guatemala,San Marcos,Comitancillo
Guatemala,Sololá,Concepción
Guatemala,Quetzaltenango,Concepción Chiquirichapa
Guatemala,Huehuetenango,Concepción Huista
Guatemala,Chiquimula,Concepción Las Minas
Guatemala,San Marcos,Concepción Tutuapa
Guatemala,Jutiapa,Conguaco
Guatemala,Baja Verapaz,Cubulco
Guatemala,Santa Rosa,Cuilapa
Guatemala,Huehuetenango,Cuilco
Guatemala,Quiché,Cunén
Guatemala,Suchitepéquez,Cuyotenango
Guatemala,Petén,Dolores
Guatemala,Jutiapa,El Adelanto
Guatemala,Retalhuleu,El Asintal
Guatemala,Petén,El Chal
Guatemala,Baja Verapaz,El Chol
Guatemala,Izabal,El Estor
Guatemala,El Progreso,El Jícaro
Guatemala,Quetzaltenango,El Palmar
Guatemala,Jutiapa,El Progreso
Guatemala,San Marcos,El Quetzal
Guatemala,San Marcos,El Rodeo
Guatemala,Chimaltenango,El Tejar
Guatemala,San Marcos,El Tumbador
Guatemala,Escuintla,Escuintla
Guatemala,Chiquimula,Esquipulas
Guatemala,San Marcos,Esquipulas Palo Gordo
Guatemala,Zacapa,Estanzuela
Guatemala,Petén,Flores
Guatemala,Quetzaltenango,Flores Costa Cuca
Guatemala,Guatemala,Fraijanes
Guatemala,Alta Verapaz,Fray Bartolomé de Las Casas
Guatemala,Quetzaltenango,Génova
Guatemala,Baja Verapaz,Granados
Guatemala,Zacapa,Gualán
Guatemala,Escuintla,Guanagazapa
Guatemala,El Progreso,Guastatoya
Guatemala,Guatemala,Guatemala
Guatemala,Santa Rosa,Guazacapán
Guatemala,Huehuetenango,Huehuetenango
Guatemala,Quetzaltenango,Huitán
Guatemala,Zacapa,Huité
Guatemala,Chiquimula,Ipala
Guatemala,Quiché,Ixcán
Guatemala,San Marcos,Ixchiguán
Guatemala,Huehuetenango,Ixtahuacán
Guatemala,Escuintla,Iztapa
Guatemala,Huehuetenango,Jacaltenango
Guatemala,Jalapa,Jalapa
Guatemala,Jutiapa,Jalpatagua
Guatemala,Jutiapa,Jerez
Guatemala,Chiquimula,Jocotán
Guatemala,Sacatepéquez,Jocotenango
Guatemala,Quiché,Joyabaj
Guatemala,Jutiapa,Jutiapa
Guatemala,San Marcos,La Blanca
Guatemala,Escuintla,La Democracia
Guatemala,Huehuetenango,La Democracia
Guatemala,Quetzaltenango,La Esperanza
Guatemala,Escuintla,La Gomera
Guatemala,Huehuetenango,La Libertad
Guatemala,Petén,La Libertad
Guatemala,San Marcos,La Reforma
Guatemala,Zacapa,La Unión
Guatemala,Guatemala,Lago De Amatitlan
Guatemala,Sololá,Lago De Atitlan
Guatemala,Alta Verapaz,Lanquín
Guatemala,Petén,Las Cruces
Guatemala,Izabal,Lívingston
Guatemala,Izabal,Los Amates
Guatemala,Sacatepéquez,Magdalena Milpas Altas
Guatemala,San Marcos,Malacatán
Guatemala,Huehuetenango,Malacatancito
Guatemala,Escuintla,Masagua
Guatemala,Jalapa,Mataquescuintla
Guatemala,Suchitepéquez,Mazatenango
Guatemala,Petén,Melchor de Mencos
Guatemala,Guatemala,Mixco
Guatemala,Totonicapán,Momostenango
Guatemala,Jalapa,Monjas
Guatemala,Izabal,Morales
Guatemala,El Progreso,Morazán
Guatemala,Jutiapa,Moyuta
Guatemala,Sololá,Nahualá
Guatemala,Quiché,Nebaj
Guatemala,Huehuetenango,Nentón
Guatemala,Escuintla,Nueva Concepción
Guatemala,Santa Rosa,Nueva Santa Rosa
Guatemala,San Marcos,Nuevo Progreso
Guatemala,Retalhuleu,Nuevo San Carlos
Guatemala,San Marcos,Ocós
Guatemala,Quetzaltenango,Olintepeque
Guatemala,Chiquimula,Olopa
Guatemala,Santa Rosa,Oratorio
Guatemala,Quetzaltenango,Ostuncalco
Guatemala,Quiché,Pachalum
Guatemala,San Marcos,Pajapita
Guatemala,Guatemala,Palencia
Guatemala,Quetzaltenango,Palestina de Los Altos
Guatemala,Escuintla,Palín
Guatemala,Sololá,Panajachel
Guatemala,Alta Verapaz,Panzós
Guatemala,Chimaltenango,Parramos
Guatemala,Jutiapa,Pasaco
Guatemala,Sacatepéquez,Pastores
Guatemala,Suchitepéquez,Patulul
Guatemala,Chimaltenango,Patzicía
Guatemala,Quiché,Patzité
Guatemala,Chimaltenango,Patzún
Guatemala,Guatemala,Petapa
Guatemala,Huehuetenango,Petatán
Guatemala,Chimaltenango,Pochuta
Guatemala,Petén,Poptún
Guatemala,Suchitepéquez,Pueblo Nuevo
Guatemala,Santa Rosa,Pueblo Nuevo Viñas
Guatemala,Izabal,Puerto Barrios
Guatemala,Baja Verapaz,Purulhá
Guatemala,Jutiapa,Quesada
Guatemala,Quetzaltenango,Quetzaltenango
Guatemala,Chiquimula,Quezaltepeque
Guatemala,Baja Verapaz,Rabinal
Guatemala,Alta Verapaz,Raxruhá
Guatemala,Retalhuleu,Retalhuleu
Guatemala,San Marcos,Río Blanco
Guatemala,Suchitepéquez,Río Bravo
Guatemala,Zacapa,Río Hondo
Guatemala,Quiché,Sacapulas
Guatemala,Baja Verapaz,Salamá
Guatemala,Quetzaltenango,Salcajá
Guatemala,Suchitepéquez,Samayac
Guatemala,El Progreso,San Agustín Acasaguastlán
Guatemala,Petén,San Andrés
Guatemala,Chimaltenango,San Andrés Itzapa
Guatemala,Quiché,San Andrés Sajcabajá
Guatemala,Sololá,San Andrés Semetabaj
Guatemala,Retalhuleu,San Andrés Villa Seca
Guatemala,Totonicapán,San Andrés Xecul
Guatemala,Sacatepéquez,San Antonio Aguas Calientes
Guatemala,Huehuetenango,San Antonio Huista
Guatemala,Quiché,San Antonio Ilotenango
Guatemala,El Progreso,San Antonio La Paz
Guatemala,Sololá,San Antonio Palopó
Guatemala,San Marcos,San Antonio Sacatepéquez
Guatemala,Suchitepéquez,San Antonio Suchitepéquez
Guatemala,Totonicapán,San Bartolo
Guatemala,Quiché,San Bartolomé Jocotenango
Guatemala,Sacatepéquez,San Bartolomé Milpas Altas
Guatemala,Petén,San Benito
Guatemala,Suchitepéquez,San Bernardino
Guatemala,Jalapa,San Carlos Alzatate
Guatemala,Quetzaltenango,San Carlos Sija
Guatemala,El Progreso,San Cristóbal Acasaguastlán
Guatemala,San Marcos,San Cristóbal Cucho
Guatemala,Totonicapán,San Cristóbal Totonicapán
Guatemala,Alta Verapaz,San Cristóbal Verapaz
Guatemala,Zacapa,San Diego
Guatemala,Retalhuleu,San Felipe
Guatemala,Petén,San Francisco
Guatemala,Totonicapán,San Francisco El Alto
Guatemala,Quetzaltenango,San Francisco La Unión
Guatemala,Suchitepéquez,San Francisco Zapotitlán
Guatemala,Suchitepéquez,San Gabriel
Guatemala,Huehuetenango,San Gaspar Ixchil
Guatemala,Chiquimula,San Jacinto
Guatemala,Baja Verapaz,San Jerónimo
Guatemala,Zacapa,San Jorge
Guatemala,Escuintla,San José
Guatemala,Petén,San José
Guatemala,Jutiapa,San José Acatempa
Guatemala,Sololá,San José Chacayá
Guatemala,Guatemala,San José del Golfo
Guatemala,Suchitepéquez,San José El Ídolo
Guatemala,Chiquimula,San José La Arada
Guatemala,Suchitepéquez,San José La Máquina
Guatemala,San Marcos,San José Ojetenam
Guatemala,Guatemala,San José Pinula
Guatemala,Chimaltenango,San José Poaquil
Guatemala,Huehuetenango,San Juan Atitán
Guatemala,Suchitepéquez,San Juan Bautista
Guatemala,Alta Verapaz,San Juan Chamelco
Guatemala,Quiché,San Juan Cotzal
Guatemala,Chiquimula,San Juan Ermita
Guatemala,Huehuetenango,San Juan Ixcoy
Guatemala,Sololá,San Juan La Laguna
Guatemala,Guatemala,San Juan Sacatepéquez
Guatemala,Santa Rosa,San Juan Tecuaco
Guatemala,Suchitepéquez,San Lorenzo
Guatemala,San Marcos,San Lorenzo
Guatemala,Sacatepéquez,San Lucas Sacatepéquez
Guatemala,Sololá,San Lucas Tolimán
Guatemala,Petén,San Luis
Guatemala,Jalapa,San Luis Jilotepeque
Guatemala,Jalapa,San Manuel Chaparrón
Guatemala,San Marcos,San Marcos
Guatemala,Sololá,San Marcos La Laguna
Guatemala,Chimaltenango,San Martín Jilotepeque
Guatemala,Quetzaltenango,San Martín Sacatepéquez
Guatemala,Retalhuleu,San Martín Zapotitlán
Guatemala,Quetzaltenango,San Mateo
Guatemala,Huehuetenango,San Mateo Ixtatán
Guatemala,Huehuetenango,San Miguel Acatán
Guatemala,Baja Verapaz,San Miguel Chicaj
Guatemala,Sacatepéquez,San Miguel Dueñas
Guatemala,San Marcos,San Miguel Ixtahuacán
Guatemala,Suchitepéquez,San Miguel Panán
Guatemala,Quetzaltenango,San Miguel Sigüila
Guatemala,San Marcos,San Pablo
Guatemala,Suchitepéquez,San Pablo Jocopilas
Guatemala,Sololá,San Pablo La Laguna
Guatemala,Guatemala,San Pedro Ayampuc
Guatemala,Alta Verapaz,San Pedro Carchá
Guatemala,Quiché,San Pedro Jocopilas
Guatemala,Sololá,San Pedro La Laguna
Guatemala,Huehuetenango,San Pedro Necta
Guatemala,Jalapa,San Pedro Pinula
Guatemala,Guatemala,San Pedro Sacatepéquez
Guatemala,San Marcos,San Pedro Sacatepéquez
Guatemala,Huehuetenango,San Rafael La Independencia
Guatemala,Santa Rosa,San Rafael Las Flores
Guatemala,Huehuetenango,San Rafael Petzal
Guatemala,San Marcos,San Rafael Pie de la Cuesta
Guatemala,Guatemala,San Raimundo
Guatemala,Retalhuleu,San Sebastián
Guatemala,Huehuetenango,San Sebastián Coatán
Guatemala,Huehuetenango,San Sebastián Huehuetenango
Guatemala,Escuintla,San Vicente Pacaya
Guatemala,El Progreso,Sanarate
Guatemala,El Progreso,Sansare
Guatemala,Petén,Santa Ana
Guatemala,Huehuetenango,Santa Ana Huista
Guatemala,Chimaltenango,Santa Apolonia
Guatemala,Suchitepéquez,Santa Bárbara
Guatemala,Huehuetenango,Santa Bárbara
Guatemala,Alta Verapaz,Santa Catalina La Tinta
Guatemala,Sacatepéquez,Santa Catarina Barahona
Guatemala,Sololá,Santa Catarina Ixtahuacán
Guatemala,Jutiapa,Santa Catarina Mita
Guatemala,Sololá,Santa Catarina Palopó
Guatemala,Guatemala,Santa Catarina Pinula
Guatemala,Sololá,Santa Clara La Laguna
Guatemala,Chimaltenango,Santa Cruz Balanyá
Guatemala,Quiché,Santa Cruz del Quiché
Guatemala,Sololá,Santa Cruz La Laguna
Guatemala,Retalhuleu,Santa Cruz Muluá
Guatemala,Santa Rosa,Santa Cruz Naranjo
Guatemala,Alta Verapaz,Santa Cruz Verapaz
Guatemala,Huehuetenango,Santa Eulalia
Guatemala,Escuintla,Santa Lucía Cotzumalguapa
Guatemala,Totonicapán,Santa Lucía La Reforma
Guatemala,Sacatepéquez,Santa Lucía Milpas Altas
Guatemala,Sololá,Santa Lucía Utatlán
Guatemala,Totonicapán,Santa María Chiquimula
Guatemala,Sacatepéquez,Santa María de Jesús
Guatemala,Santa Rosa,Santa María Ixhuatán
Guatemala,Sololá,Santa María Visitación
Guatemala,Santa Rosa,Santa Rosa de Lima
Guatemala,Sololá,Santiago Atitlán
Guatemala,Huehuetenango,Santiago Chimaltenango
Guatemala,Sacatepéquez,Santiago Sacatepéquez
Guatemala,Suchitepéquez,Santo Domingo Suchitepéquez
Guatemala,Sacatepéquez,Santo Domingo Xenacoj
Guatemala,Suchitepéquez,Santo Tomás La Unión
Guatemala,Petén,Sayaxché
Guatemala,Alta Verapaz,Senahú
Guatemala,Quetzaltenango,Sibilia
Guatemala,San Marcos,Sibinal
Guatemala,San Marcos,Sipacapa
Guatemala,Escuintla,Sipacate
Guatemala,Escuintla,Siquinalá
Guatemala,Sololá,Sololá
Guatemala,Huehuetenango,Soloma
Guatemala,Sacatepéquez,Sumpango
Guatemala,San Marcos,Tacaná
Guatemala,Alta Verapaz,Tactic
Guatemala,San Marcos,Tajumulco
Guatemala,Alta Verapaz,Tamahú
Guatemala,Santa Rosa,Taxisco
Guatemala,Chimaltenango,Tecpán Guatemala
Guatemala,Huehuetenango,Tectitán
Guatemala,Zacapa,Teculután
Guatemala,San Marcos,Tejutla
Guatemala,Escuintla,Tiquisate
Guatemala,Huehuetenango,Todos Santos Cuchumatán
Guatemala,Totonicapán,Totonicapán
Guatemala,Alta Verapaz,Tucurú
Guatemala,Huehuetenango,Unión Cantinil
Guatemala,Quiché,Uspantán
Guatemala,Zacapa,Usumatlán
Guatemala,Guatemala,Villa Canales
Guatemala,Guatemala,Villa Nueva
Guatemala,Chimaltenango,Yepocapa
Guatemala,Jutiapa,Yupiltepeque
Guatemala,Zacapa,Zacapa
Guatemala,Quiché,Zacualpa
Guatemala,Jutiapa,Zapotitlán
Guatemala,Chimaltenango,Zaragoza
Guatemala,Quetzaltenango,Zunil
Guatemala,Suchitepéquez,Zunilito
Kenya,Uasin Gishu,Ainabkoi
Kenya,Kericho,Ainamoi
Kenya,Nandi,Aldai
Kenya,Siaya,Alego Usonga
Kenya,Migori,Awendo
Kenya,Nakuru,Bahati
Kenya,Garissa,Balambala
Kenya,Mandera,Banissa
Kenya,Baringo,Baringo Central
Kenya,Baringo,Baringo North
Kenya,Baringo,Baringo South
Kenya,Kericho,Belgut
Kenya,Kisii,Bobasi
Kenya,Kisii,Bomachoge Borabu
Kenya,Kisii,Bomachoge Chache
Kenya,Bomet,Bomet Central
Kenya,Bomet,Bomet East
Kenya,Kisii,Bonchari
Kenya,Siaya,Bondo
Kenya,Nyamira,Borabu
Kenya,Busia,Budalangi
Kenya,Bungoma,Bumula
Kenya,Tana River,Bura
Kenya,Kericho,Buret
Kenya,Kakamega,Butere
Kenya,Busia,Butula
Kenya,Meru,Buuri
Kenya,Meru,Cental Imenti
Kenya,Mombasa,Changamwe
Kenya,Bomet,Chepalungu
Kenya,Trans Nzoia,Cherangany
Kenya,Nandi,Chesumei
Kenya,Garissa,Dadaab
Kenya,Nairobi,Dagoretti
Kenya,Garissa,Dujis
Kenya,Baringo,Eldama Ravine
Kenya,Wajir,Eldas
Kenya,Nairobi,Embakasi Central
Kenya,Nairobi,Embakasi East
Kenya,Nairobi,Embakasi North
Kenya,Nairobi,Embakasi South
Kenya,Nairobi,Embakasi West
Kenya,Nandi,Emgwen
Kenya,Vihiga,Emuhaya
Kenya,Narok,Emurua Dikirr
Kenya,Trans Nzoia,Endebess
Kenya,Garissa,Fafi
Kenya,Busia,Funyula
Kenya,Embu,Gachoka
Kenya,Tana River,Galole
Kenya,Kilifi,Ganze
Kenya,Tana River,Garsen
Kenya,Murang'a,Gatanga
Kenya,Kiambu,Gatundu North
Kenya,Kiambu,Gatundu South
Kenya,Siaya,Gem
Kenya,Kirinyaga,Gichugu
Kenya,Nakuru,Gilgil
Kenya,Kiambu,Githunguri
Kenya,Vihiga,Hamisi
Kenya,Homa Bay,Homa Bay
Kenya,Meru,Igembe Central
Kenya,Meru,Igembe North
Kenya,Meru,Igembe South
Kenya,Garissa,Ijara
Kenya,Kakamega,Ikolomani
Kenya,Isiolo,Isiolo North
Kenya,Isiolo,Isiolo South
Kenya,Mombasa,Jomvu
Kenya,Kiambu,Juja
Kenya,Kiambu,Kabete
Kenya,Homa Bay,Kabondo Kasipul
Kenya,Bungoma,Kabuchai
Kenya,West Pokot,Kacheliba
Kenya,Makueni,Kaiti
Kenya,Kajiado,Kajiado Central
Kenya,Kajiado,Kajiado East
Kenya,Kajiado,Kajiado North
Kenya,Kajiado,Kajiado South
Kenya,Kajiado,Kajiado West
Kenya,Kilifi,Kaloleni
Kenya,Nairobi,Kamukunji
Kenya,Murang'a,Kandara
Kenya,Bungoma,Kanduyi
Kenya,Murang'a,Kangema
Kenya,Machakos,Kangundo
Kenya,West Pokot,Kapenguria
Kenya,Uasin Gishu,Kapseret
Kenya,Homa Bay,Karachuonyo
Kenya,Nairobi,Kasarani
Kenya,Homa Bay,Kasipul
Kenya,Machakos,Kathiani
Kenya,Elgeyo-Marakwet,Keiyo North
Kenya,Elgeyo-Marakwet,Keiyo South
Kenya,Uasin Gishu,Kesses
Kenya,Kakamega,Khwisero
Kenya,Kiambu,Kiambaa
Kenya,Kiambu,Kiambu
Kenya,Nairobi,Kibra
Kenya,Makueni,Kibwezi East
Kenya,Makueni,Kibwezi West
Kenya,Nyeri,Kieni
Kenya,Murang'a,Kigumo
Kenya,Murang'a,Kiharu
Kenya,Kiambu,Kikuyu
Kenya,Narok,Kilgoris
Kenya,Kilifi,Kilifi North
Kenya,Kilifi,Kilifi South
Kenya,Nairobi,Kilimani
Kenya,Makueni,Kilome
Kenya,Bungoma,Kimilili
Kenya,Trans Nzoia,Kiminini
Kenya,Kwale,Kinango
Kenya,Nyandarua,Kinangop
Kenya,Nyandarua,Kipipiri
Kenya,Kericho,Kipkelion East
Kenya,Kericho,Kipkelion West
Kenya,Kirinyaga,Kirinyaga Central
Kenya,Mombasa,Kisauni
Kenya,Kisumu,Kisumu Central
Kenya,Kisumu,Kisumu East
Kenya,Kisumu,Kisumu West
Kenya,Kitui,Kitui Central
Kenya,Kitui,Kitui East
Kenya,Kitui,Kitui Rural
Kenya,Kitui,Kitui South
Kenya,Kitui,Kitui West
Kenya,Kisii,Kitutu Chache North
Kenya,Kisii,Kitutu Chache South
Kenya,Nyamira,Kitutu Masaba
Kenya,Bomet,Konoin
Kenya,Nakuru,Kuresoi North
Kenya,Nakuru,Kuresoi South
Kenya,Migori,Kuria East
Kenya,Migori,Kuria West
Kenya,Trans Nzoia,Kwanza
Kenya,Mandera,Lafey
Kenya,Garissa,Lagdera
Kenya,Laikipia,Laikipia East
Kenya,Laikipia,Laikipia North
Kenya,Laikipia,Laikipia West
Kenya,Marsabit,Laisamis
Kenya,Lamu,Lamu East
Kenya,Lamu,Lamu West
Kenya,Nairobi,Langata
Kenya,Kiambu,Lari
Kenya,Mombasa,Likoni
Kenya,Kakamega,Likuyani
Kenya,Kiambu,Limuru
Kenya,Turkana,Loima
Kenya,Vihiga,Luanda
Kenya,Kakamega,Lugari
Kenya,Kwale,Lunga Lunga
Kenya,Kakamega,Lurambi
Kenya,Tharaka-Nithi,Maara
Kenya,Machakos,Machakos Town
Kenya,Kilifi,Magarini
Kenya,Nairobi,Makadara
Kenya,Makueni,Makueni
Kenya,Kakamega,Malava
Kenya,Kilifi,Malindi
Kenya,Mandera,Mandera East
Kenya,Mandera,Mandera North
Kenya,Mandera,Mandera South
Kenya,Mandera,Mandera West
Kenya,Embu,Manyatta
Kenya,Murang'a,Maragwa
Kenya,Elgeyo-Marakwet,Marakwet East
Kenya,Elgeyo-Marakwet,Marakwet West
Kenya,Machakos,Masinga
Kenya,Busia,Matayos
Kenya,Nairobi,Mathare
Kenya,Murang'a,Mathioya
Kenya,Nyeri,Mathira
Kenya,Kwale,Matuga
Kenya,Kakamega,Matungu
Kenya,Machakos,Matungulu
Kenya,Machakos,Mavoko
Kenya,Makueni,Mbooni
Kenya,Baringo,Mogotio
Kenya,Uasin Gishu,Moiben
Kenya,Nakuru,Molo
Kenya,Nandi,Mosop
Kenya,Marsabit,Moyale
Kenya,Kwale,Msambweni
Kenya,Bungoma,Mt. Elgon
Kenya,Kisumu,Muhoroni
Kenya,Nyeri,Mukurweni
Kenya,Kakamega,Mumias East
Kenya,Kakamega,Mumias West
Kenya,Mombasa,Mvita
Kenya,Machakos,Mwala
Kenya,Taita Taveta,Mwatate
Kenya,Kirinyaga,Mwea
Kenya,Kitui,Mwingi East
Kenya,Kitui,Mwingi North
Kenya,Kitui,Mwingi West
Kenya,Nakuru,Naivasha
Kenya,Nakuru,Nakuru Town East
Kenya,Nakuru,Nakuru Town West
Kenya,Busia,Nambale
Kenya,Nandi,Nandi Hills
Kenya,Narok,Narok East
Kenya,Narok,Narok North
Kenya,Narok,Narok South
Kenya,Narok,Narok West
Kenya,Kakamega,Navakholo
Kenya,Nyandarua,Ndaragwa
Kenya,Homa Bay,Ndhiwa
Kenya,Kirinyaga,Ndia
Kenya,Tharaka-Nithi,Nithi
Kenya,Nakuru,Njoro
Kenya,Marsabit,North Horr
Kenya,Meru,North Imenti
Kenya,Nyamira,North Mugirango
Kenya,Kisumu,Nyakach
Kenya,Mombasa,Nyali
Kenya,Kisumu,Nyando
Kenya,Kisii,Nyaribari Chache
Kenya,Kisii,Nyaribari Masaba
Kenya,Migori,Nyatike
Kenya,Nyeri,Nyeri Town
Kenya,Nyandarua,Ol Jorok
Kenya,Nyandarua,Ol Kalou
